doc_id,comment,is_identity_attack_frac,is_insult_frac,is_profane_frac,is_sexual_harassment_frac,is_threat_frac,persp_score,rating,rating_stddev
66054,Women are not to be trusted. Just cannot be relied on to do as they’re told.,0.0,0.0,0.2,0.0,0.0,0.44546175,2.8,1.3038404810405295
88460,I love having females with something to prove.,0.0,0.6,0.0,0.0,0.0,0.3157970999999999,1.4,1.1401754250991378
600,men stay giving their opinions that are unnecessary,0.0,0.0,0.0,0.0,0.0,0.3059143,0.6,0.8944271909999159
1554,"It’s like they don’t realize how dumb they’re making themselves look. Especially when you’re letting it be known that he’s off laying up with other women. Puh-lease start taking these Ls in private, I beg you 😩",0.4,0.2,0.4,0.0,0.2,0.55723274,1.0,0.7071067811865476
57164,"I want her to know how much we are suffering here, it means a lot to me, how women are property!",0.0,0.2,0.0,0.0,0.0,0.43656695,0.8,1.3038404810405295
82115,the brain eating bacteria that made it a feminist is spreading by skin contact,0.0,0.0,0.0,0.0,0.0,0.68854827,2.6,1.140175425099138
90587,So my tip for y'all is this: Get a feminist woman who is a sexual masochist to work a stressful job to provide the stability you want/need in order to enjoy a happy and fulfilling life.,0.0,0.0,0.0,0.0,0.0,0.5610509,2.6,1.3416407864998738
94512,"it's a proverbial meat marketplace where women upload GoyBook profiles and/or photos+bios of \""oppressive shitlord men\"" that they've dated for the purposes of ruining any future relationships the guy might have",0.2,0.4,0.2,0.0,0.0,0.6871831,1.6,0.8944271909999159
96345,"It seems like you're actually just complaining about women, in general, not finding mental instability an attractive trait in men. If that's what you're upset about, you're being silly.",0.0,0.0,0.2,0.0,0.0,0.50466913,0.6,0.8944271909999159
732,Because being stronger and not having power sucks and doesn’t work. Women have power but it’s not physical strength. You can’t have everything ladies!,0.0,0.0,0.0,0.2,0.2,0.6886293000000001,1.2,0.8366600265340756
12622,Me can’t read minds... lol That’s why it’s best to let women approach men first at this point,0.0,0.0,0.0,0.0,0.0,0.3586035999999999,1.0,1.0
21844,I think you listed the order. 1. People of color 3. Women Although 2 &amp; 3 can interchange,0.2,0.2,0.0,0.0,0.0,0.43667045,0.6,0.8944271909999159
26337,"Men buy cars for their girlfriends. Men buy houses for their girlfriend Men fly their girlfriend abroad. Men give scholarships to women Men start businesses for women But ordinary laptop a lady gave to her man, some daughters of jezebel thinks it's pathetic and embarrassing.",0.2,0.0,0.4,0.0,0.0,0.39073706,2.0,1.0
94496,The male entitlement bit isn't even relevant. We're talking about a psycho killer who would've been pulling the trigger whether or not society hated women.,0.4,0.2,0.2,0.4,0.0,0.5327496,1.2,1.3038404810405295
72081,May be try telling your countrymen who can't hold their lust. Do you know where India ranks in women security? Pricks like you can scream and project only but when its time to take action just hide behind your cult.,0.0,0.2,0.2,0.0,0.0,0.66553557,1.8,1.3038404810405295
95573,Feminists not knowing how words work,0.2,0.4,0.0,0.0,0.0,0.3440997,2.0,1.224744871391589
95709,Women try to kill themselves for attention,0.0,0.6,0.4,0.0,0.0,0.7143425999999999,1.8,2.04939015319192
13421,"That is really awful. I am so sorry you have dealt with that :'( Even if they don't want to date you, there are way better ways to say ""no."" Those ladies need an attitude adjustment!",0.4,0.4,0.0,0.0,0.0,0.30323157,1.0,1.0
47234,But that's just the fucking problem. When women look at a statistic that says,0.2,0.2,0.6,0.0,0.2,0.89992315,2.4,1.816590212458495
77304,"One of the big problems seems to be that the nice, respectful men don’t often have the drive and arrogance — the machismo — to get to the top positions of power and decision-making. Thus the men in those positions are often jerks.",0.6,0.4,0.2,0.0,0.0,0.7769581,1.0,1.0
77603,"Can we also normalize, that some women just do not like kids, at all, and claiming that if they had their own, minds would change?",0.0,0.0,0.0,0.0,0.0,0.28077364,0.0,0.0
77789,Wow that is a phenomenal article that speaks volume to how WWE has portrayed women throughout the years. It also adds a new dynamic to the women's revolution!,0.2,0.4,0.2,0.2,0.0,0.20159075,0.0,0.0
99906, Women want commitment from a high value men **DUAL** mating strategy. Your equation is grossly unbalanced from a red pill point of view.,0.0,0.0,0.0,0.0,0.0,0.63063526,2.4,1.51657508881031
62698,You should consider if your actual problem with them was any actual cruelty or just your perception based on your feelings. I don't doubt that there are women like that who are horrible,0.0,0.0,0.2,0.0,0.0,0.36586085,0.0,0.0
4235,"Don't get caught in sh*t-stirrer clickbait trap. As Rep Ocasio-Cortez said, professional, adult women can and will have differences of opinion. Focus on the goal of moving our country forward. #DemsUnited",0.0,0.2,0.4,0.0,0.0,0.5925085999999999,1.0,1.7320508075688772
5897,It's not the only trait that women find attractive. Hell,0.4,0.2,0.4,0.0,0.2,0.5309001999999999,0.4,0.5477225575051661
19198,It's funny that a business made entirely of women couldn't function,0.0,0.6,0.2,0.0,0.0,0.5664461999999999,2.2,1.4832396974191326
24103,We often focus on the good and forget these men are only human. Highlight their good deeds but do not erase their flaws. There are no perfect people. I enjoy these articles so much more than the fluff and stuff we are fed in school.,0.2,0.0,0.0,0.0,0.0,0.119813226,0.0,0.0
25364,"Argent: the Consortium, New Angeles maybe.",0.0,0.4,0.0,0.0,0.0,0.04021903,0.2,0.4472135954999579
57347,"I’m of the mind that there are ppl who are wholly susceptible. very weak minded&amp; also those who just hate women and so will go along w/any old thing if means kick boot in. The users. It’s lucrative to kick in women. Surprise! But majority rules, they may be quiet, but they win.",0.0,0.0,0.0,0.0,0.0,0.5615618,0.8,1.3038404810405295
66428,It's amazing what a man can do when he's willing to cut his nuts off and become a woman,0.0,0.4,0.0,0.0,0.2,0.53813565,1.2,1.3038404810405295
68460,Never blame a man for being a gentleman. That fucks up the whole system. You have to win some and you have to lose some. It wasn't meant to be but never because he was a gentleman. 😒,0.2,0.4,0.2,0.0,0.0,0.6890814000000001,1.4,1.6733200530681511
74259,4) If I were to play the devil's advocate in the place of a feminist egalitarian,0.2,0.2,0.0,0.0,0.0,0.55214834,0.4,0.5477225575051661
81015,It's weird a man will never be a woman and woman will never be a man. The comparisons are dumb af,0.2,0.0,0.4,0.0,0.0,0.66553557,1.8,1.3038404810405295
84809,the SJ movement is nothing but a glorified club for the modern equivalent of bored housewives. and we can thank second wave feminism for removing the idea of a nuclear family,0.0,0.2,0.2,0.0,0.2,0.40553418,2.0,1.224744871391589
86837,and the progressive women,0.2,0.0,0.2,0.0,0.0,0.10841221,2.6,0.8944271909999159
87581,selectively reward women for behaving the way you want,0.2,0.2,0.2,0.0,0.0,0.31267238,1.0,1.224744871391589
90043,For meaningful females in CS,0.0,0.0,0.0,0.0,0.2,0.12775396,1.4,1.51657508881031
91195,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,0.8,0.4,0.2,0.0,0.4,0.3825789,0.0,0.0
92111,feminism tags and others were ruined and actual caused people to get off tumblr for the day,0.0,0.2,0.0,0.0,0.4,0.37649179,1.4,1.51657508881031
93627,"First I wanna say, I appreciate your efforts to try and help guys like me. And these are nice maxims to believe in. I want to believe in them. &amp;#x200B; HOWEVER... I saw the original post, and it's really telling that you had to take out the part about women who date/validate ""womanizing, arrogant, rude, yet physically attractive"" men. And how that's not the best thing to do. To date men like that and validate thinking like that. I thought that was a fair point to make, in fact that's kinda at the core of the incel ethic. But somehow that's too controversial a viewpoint to preach. &amp;#x200B; And that's why we're angry. Because we're saying ""We thought being a womanizing jerk was bad and that people who support that shouldn't do that!"" And in response, the world says ""Shut up incel, you're just entitled."" We're confused at a world that, at face value, claims to be about the content of your character, where all you have to do is be yourself and be decent and the right people will gravitate towards you, but any time we point out a jerk who gets ahead, we're accused of being the jerks and that the jerks we've fingered have done nothing wrong.",0.2,0.2,0.2,0.0,0.0,0.44236618,0.6,0.5477225575051661
96227,He has turned down some of the best-looking women based on their gigantism.,0.2,0.4,0.0,0.0,0.0,0.15193653,1.4,1.3416407864998738
102528,There are no good women here,0.2,0.0,0.0,0.0,0.0,0.46589994,2.4,1.140175425099138
